text,label
"Ok Hmmm Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ok Hmmm",sarcasm/joke
"Ngo Sha Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Ngo Sha",sarcasm/joke
Ndumva Murakoze Ngo Noneho Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ndumva Murakoze Ngo Noneho,normal
Murakoze Murakoze Ngo Amakuru yawe? Ndabizi neza ko ibintu byose biri kugenda neza. Murakoze Murakoze Ngo,normal
"Murakoze Murakoze Hmmm Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Murakoze Murakoze Hmmm",sarcasm/joke
"Hmmm Sha Iyo myitwarire irasebeje, ntabwo abantu bakwiye kubaho batyo. Hmmm Sha",hate
"Murakoze Noneho Ok Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Murakoze Noneho Ok",sarcasm/joke
"Noneho Sha Sha Sha Sha Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Noneho Sha Sha Sha Sha",normal
"Ngo Cyane Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Ngo Cyane",normal
"Hmmm Noneho Noneho Cyane Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Hmmm Noneho Noneho Cyane Sha",sarcasm/joke
"Ok Ndumva Murakoze Sha Ok Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ok Ndumva Murakoze Sha Ok",sarcasm/joke
Noneho Murakoze Ok Ngo ndagukunda? Hmmm reka ntekerezeho... Noneho Murakoze Ok,sarcasm/joke
"Ok Hmmm Murakoze Cyane Hmmm Iyo myitwarire irasebeje, ntabwo abantu bakwiye kubaho batyo. Ok Hmmm Murakoze Cyane Hmmm",hate
Ngo Sha Ndumva Ngo ndagukunda? Hmmm reka ntekerezeho... Ngo Sha Ndumva,sarcasm/joke
"Sha Sha Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Sha Sha",normal
"Murakoze Ubwo Noneho Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Murakoze Ubwo Noneho",sarcasm/joke
"Hmmm Sha Noneho Murakoze Murakoze Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Hmmm Sha Noneho Murakoze Murakoze",sarcasm/joke
"Ngo Ngo Murakoze Ngo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Ngo Murakoze Ngo",sarcasm/joke
"Cyane Cyane Murakoze Ok Murakoze Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Cyane Cyane Murakoze Ok Murakoze",sarcasm/joke
"Cyane Ok Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Cyane Ok",sarcasm/joke
"Sha Ok Cyane Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Sha Ok Cyane",sarcasm/joke
Hmmm Cyane Ngo ndagukunda? Hmmm reka ntekerezeho... Hmmm Cyane,sarcasm/joke
"Hmmm Cyane Cyane Hmmm Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Hmmm Cyane Cyane Hmmm",sarcasm/joke
"Cyane Cyane Murakoze Ngo Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Cyane Cyane Murakoze Ngo",sarcasm/joke
"Ok Noneho Sha Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Noneho Sha",sarcasm/joke
"Cyane Noneho Hmmm Cyane Murakoze Iyo myitwarire irasebeje, ntabwo abantu bakwiye kubaho batyo. Cyane Noneho Hmmm Cyane Murakoze",hate
Ubwo Noneho Sha Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ubwo Noneho Sha,normal
"Ubwo Noneho Ndumva Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ubwo Noneho Ndumva",sarcasm/joke
"Ok Ngo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Ngo",sarcasm/joke
"Ngo Cyane Hmmm Murakoze Ngo Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ngo Cyane Hmmm Murakoze Ngo",sarcasm/joke
"Cyane Murakoze Noneho Cyane Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Cyane Murakoze Noneho Cyane",sarcasm/joke
Hmmm Noneho Murakoze Abanzi b’igihugu bakwiye gukurikiranwa bakabihanirwa. Hmmm Noneho Murakoze,hate
"Ubwo Murakoze Ngo Murakoze Ubwo Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ubwo Murakoze Ngo Murakoze Ubwo",sarcasm/joke
Ngo Sha Sha Sha Ngo Amakuru yawe? Ndabizi neza ko ibintu byose biri kugenda neza. Ngo Sha Sha Sha Ngo,normal
"Ok Ndumva Murakoze Noneho Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ok Ndumva Murakoze Noneho",sarcasm/joke
"Cyane Ubwo Noneho Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Cyane Ubwo Noneho",sarcasm/joke
"Sha Cyane Cyane Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Sha Cyane Cyane",sarcasm/joke
"Ndumva Ubwo Noneho Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ndumva Ubwo Noneho",sarcasm/joke
Ngo Ok Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ngo Ok,normal
"Cyane Cyane Ngo Noneho Noneho Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Cyane Cyane Ngo Noneho Noneho",sarcasm/joke
"Murakoze Hmmm Murakoze Sha Cyane Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Murakoze Hmmm Murakoze Sha Cyane",sarcasm/joke
"Ndumva Murakoze Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ndumva Murakoze",sarcasm/joke
"Ngo Hmmm Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Ngo Hmmm",hate
"Murakoze Ngo Ok Ok Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Murakoze Ngo Ok Ok",hate
"Noneho Ndumva Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Noneho Ndumva Sha",sarcasm/joke
Ok Sha Ngo ndagukunda? Hmmm reka ntekerezeho... Ok Sha,sarcasm/joke
"Noneho Hmmm Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Noneho Hmmm",sarcasm/joke
"Ok Cyane Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Cyane",sarcasm/joke
"Sha Ubwo Murakoze Hmmm Iyo myitwarire irasebeje, ntabwo abantu bakwiye kubaho batyo. Sha Ubwo Murakoze Hmmm",hate
"Ngo Sha Cyane Ubwo Ubwo Sha, ndabona akazi kose murakora neza rwose. Ngo Sha Cyane Ubwo Ubwo",normal
"Ubwo Ubwo Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Ubwo Ubwo",hate
Murakoze Ubwo Hmmm Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Murakoze Ubwo Hmmm,normal
"Ngo Hmmm Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Hmmm",sarcasm/joke
Ngo Murakoze Sha Hmmm Hmmm Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ngo Murakoze Sha Hmmm Hmmm,normal
Ok Noneho Noneho Noneho Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ok Noneho Noneho Noneho,normal
Ndumva Hmmm Ubwo Ngo Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ndumva Hmmm Ubwo Ngo,normal
Ngo Sha Murakoze Amakuru yawe? Ndabizi neza ko ibintu byose biri kugenda neza. Ngo Sha Murakoze,normal
"Ok Hmmm Ndumva Murakoze cyane ku bufasha bwanyu, birashimishije. Ok Hmmm Ndumva",normal
"Ndumva Murakoze Ngo Iyo myitwarire irasebeje, ntabwo abantu bakwiye kubaho batyo. Ndumva Murakoze Ngo",hate
"Sha Ubwo Hmmm Ngo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Sha Ubwo Hmmm Ngo",sarcasm/joke
"Ngo Noneho Sha Hmmm Noneho Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Ngo Noneho Sha Hmmm Noneho",normal
"Ok Murakoze Noneho Sha Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Ok Murakoze Noneho Sha",sarcasm/joke
"Ndumva Cyane Sha Ndumva Noneho Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ndumva Cyane Sha Ndumva Noneho",sarcasm/joke
"Ubwo Ndumva Hmmm Ubwo Ndumva Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ubwo Ndumva Hmmm Ubwo Ndumva",sarcasm/joke
"Sha Murakoze Ndumva Ndumva Murakoze cyane ku bufasha bwanyu, birashimishije. Sha Murakoze Ndumva Ndumva",normal
"Ngo Hmmm Murakoze Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Hmmm Murakoze",sarcasm/joke
Cyane Ngo Hmmm Hmmm Abanzi b’igihugu bakwiye gukurikiranwa bakabihanirwa. Cyane Ngo Hmmm Hmmm,hate
"Ok Cyane Ngo Ngo Noneho Murakoze cyane ku bufasha bwanyu, birashimishije. Ok Cyane Ngo Ngo Noneho",normal
"Hmmm Ok Hmmm Ubwo Noneho Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Hmmm Ok Hmmm Ubwo Noneho",hate
"Murakoze Ndumva Ubwo Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Murakoze Ndumva Ubwo",sarcasm/joke
"Ngo Ubwo Sha Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Ubwo Sha",sarcasm/joke
"Cyane Murakoze Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Cyane Murakoze",sarcasm/joke
"Murakoze Ngo Noneho Noneho Ndumva Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Murakoze Ngo Noneho Noneho Ndumva",sarcasm/joke
Ubwo Ubwo Ubwo Ngo ndagukunda? Hmmm reka ntekerezeho... Ubwo Ubwo Ubwo,sarcasm/joke
"Sha Ubwo Ok Sha Ubwo Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Sha Ubwo Ok Sha Ubwo",hate
"Ok Murakoze Ubwo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Murakoze Ubwo",sarcasm/joke
"Ndumva Ngo Noneho Sha Ok Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ndumva Ngo Noneho Sha Ok",sarcasm/joke
"Murakoze Hmmm Ok Ndumva Murakoze Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Murakoze Hmmm Ok Ndumva Murakoze",sarcasm/joke
"Ok Hmmm Sha Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Hmmm Sha",sarcasm/joke
"Ubwo Noneho Ndumva Ok Ok Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Ubwo Noneho Ndumva Ok Ok",normal
"Hmmm Sha Ubwo Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Hmmm Sha Ubwo",normal
"Cyane Noneho Murakoze Ubwo Cyane Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Cyane Noneho Murakoze Ubwo Cyane",sarcasm/joke
Noneho Hmmm Ubwo Noneho Ngo ndagukunda? Hmmm reka ntekerezeho... Noneho Hmmm Ubwo Noneho,sarcasm/joke
"Ngo Ok Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ngo Ok",sarcasm/joke
Ndumva Cyane Hmmm Ndumva Ngo ndagukunda? Hmmm reka ntekerezeho... Ndumva Cyane Hmmm Ndumva,sarcasm/joke
Ok Ndumva Ubwo Murakoze Ngo ndagukunda? Hmmm reka ntekerezeho... Ok Ndumva Ubwo Murakoze,sarcasm/joke
"Murakoze Murakoze Ndumva Ok Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Murakoze Murakoze Ndumva Ok",sarcasm/joke
Murakoze Noneho Ngo ndagukunda? Hmmm reka ntekerezeho... Murakoze Noneho,sarcasm/joke
"Ok Cyane Noneho Ndumva Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ok Cyane Noneho Ndumva",sarcasm/joke
"Murakoze Cyane Murakoze Murakoze cyane ku bufasha bwanyu, birashimishije. Murakoze Cyane Murakoze",normal
"Murakoze Ok Ndumva Noneho Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Murakoze Ok Ndumva Noneho",sarcasm/joke
"Ngo Murakoze Ok Ngo Cyane Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Ngo Murakoze Ok Ngo Cyane",hate
Ndumva Ngo Cyane Ngo ndagukunda? Hmmm reka ntekerezeho... Ndumva Ngo Cyane,sarcasm/joke
"Hmmm Sha Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Hmmm Sha",sarcasm/joke
"Hmmm Ngo Ndumva Noneho Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Hmmm Ngo Ndumva Noneho",hate
"Ubwo Ngo Ndumva Murakoze cyane ku bufasha bwanyu, birashimishije. Ubwo Ngo Ndumva",normal
"Noneho Hmmm Murakoze Hmmm Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Noneho Hmmm Murakoze Hmmm",sarcasm/joke
"Ndumva Ubwo Murakoze Noneho Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ndumva Ubwo Murakoze Noneho",sarcasm/joke
"Murakoze Cyane Ok Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Murakoze Cyane Ok",sarcasm/joke
"Hmmm Noneho Ok Noneho Hmmm Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Hmmm Noneho Ok Noneho Hmmm",sarcasm/joke
"Hmmm Ok Noneho Murakoze Murakoze Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Hmmm Ok Noneho Murakoze Murakoze",sarcasm/joke
Ndumva Ubwo Murakoze Noneho Ngo ndagukunda? Hmmm reka ntekerezeho... Ndumva Ubwo Murakoze Noneho,sarcasm/joke
"Ubwo Ngo Ubwo Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ubwo Ngo Ubwo",sarcasm/joke
"Ok Cyane Ngo Hmmm Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ok Cyane Ngo Hmmm",sarcasm/joke
"Sha Cyane Ok Ubwo Cyane Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Sha Cyane Ok Ubwo Cyane",sarcasm/joke
"Hmmm Ubwo Murakoze Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Hmmm Ubwo Murakoze",sarcasm/joke
Cyane Ndumva Cyane Murakoze Hmmm Amakuru yawe? Ndabizi neza ko ibintu byose biri kugenda neza. Cyane Ndumva Cyane Murakoze Hmmm,normal
"Ubwo Cyane Ubwo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ubwo Cyane Ubwo",sarcasm/joke
"Hmmm Sha Ok Cyane Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Hmmm Sha Ok Cyane",hate
"Hmmm Sha Noneho Ok Noneho Murakoze cyane ku bufasha bwanyu, birashimishije. Hmmm Sha Noneho Ok Noneho",normal
Ok Hmmm Ngo Murakoze Ese mwaramutse neza? Ndabona ibintu byose biri gutera imbere. Ok Hmmm Ngo Murakoze,normal
Murakoze Ubwo Ndumva Cyane Ngo ndagukunda? Hmmm reka ntekerezeho... Murakoze Ubwo Ndumva Cyane,sarcasm/joke
Sha Ok Noneho Ngo ndagukunda? Hmmm reka ntekerezeho... Sha Ok Noneho,sarcasm/joke
"Noneho Hmmm Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Noneho Hmmm",sarcasm/joke
"Ubwo Ok Cyane Ngo Murakoze Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Ubwo Ok Cyane Ngo Murakoze",normal
"Murakoze Cyane Ndumva Murakoze Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Murakoze Cyane Ndumva Murakoze",sarcasm/joke
"Ngo Ubwo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Ubwo",sarcasm/joke
"Ubwo Ubwo Ubwo Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Ubwo Ubwo Ubwo",hate
"Ndumva Ubwo Murakoze Sha Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Ndumva Ubwo Murakoze Sha",hate
"Ndumva Noneho Murakoze Ndumva Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Ndumva Noneho Murakoze Ndumva",hate
"Ubwo Cyane Ndumva Cyane Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ubwo Cyane Ndumva Cyane",sarcasm/joke
"Noneho Ngo Ngo Ok Ubwo Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Noneho Ngo Ngo Ok Ubwo",sarcasm/joke
Sha Ok Murakoze Noneho Murakoze Ngo ndagukunda? Hmmm reka ntekerezeho... Sha Ok Murakoze Noneho Murakoze,sarcasm/joke
"Ngo Ndumva Sha Ubwo Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ngo Ndumva Sha Ubwo",sarcasm/joke
"Noneho Ubwo Noneho Murakoze Sha Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Noneho Ubwo Noneho Murakoze Sha",hate
"Sha Cyane Murakoze Hmmm Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Sha Cyane Murakoze Hmmm",hate
"Ubwo Ndumva Noneho Ngo Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ubwo Ndumva Noneho Ngo Sha",sarcasm/joke
"Noneho Ngo Noneho Sha, ndabona akazi kose murakora neza rwose. Noneho Ngo Noneho",normal
"Ngo Hmmm Murakoze Noneho Murakoze Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ngo Hmmm Murakoze Noneho Murakoze",sarcasm/joke
"Ngo Ubwo Ubwo Hmmm Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ngo Ubwo Ubwo Hmmm",sarcasm/joke
"Ok Sha Ngo Cyane Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ok Sha Ngo Cyane",sarcasm/joke
"Ndumva Noneho Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Ndumva Noneho",sarcasm/joke
Cyane Ngo Cyane Murakoze Cyane Ngo ndagukunda? Hmmm reka ntekerezeho... Cyane Ngo Cyane Murakoze Cyane,sarcasm/joke
Sha Ndumva Abanzi b’igihugu bakwiye gukurikiranwa bakabihanirwa. Sha Ndumva,hate
"Cyane Cyane Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Cyane Cyane",normal
"Cyane Ok Ndumva Ubwo Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Cyane Ok Ndumva Ubwo",sarcasm/joke
"Ok Ubwo Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Ok Ubwo",hate
"Ngo Ok Ngo Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ngo Ok Ngo",sarcasm/joke
"Cyane Hmmm Ngo Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Cyane Hmmm Ngo",sarcasm/joke
"Cyane Cyane Ubwo Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Cyane Cyane Ubwo Sha",sarcasm/joke
"Ubwo Noneho Ubwo Sha Hmmm Abantu nkawe ntacyo bamarira igihugu, mwese mukwiye kugenda. Ubwo Noneho Ubwo Sha Hmmm",hate
"Hmmm Murakoze Ok Noneho Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Hmmm Murakoze Ok Noneho",hate
Ubwo Hmmm Hmmm Ngo ndagukunda? Hmmm reka ntekerezeho... Ubwo Hmmm Hmmm,sarcasm/joke
"Ok Ok Ok Sha Murakoze Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Ok Ok Ok Sha Murakoze",sarcasm/joke
"Hmmm Noneho Cyane Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Hmmm Noneho Cyane",sarcasm/joke
"Ubwo Ok Hmmm Hmmm Sha Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ubwo Ok Hmmm Hmmm Sha",sarcasm/joke
"Hmmm Murakoze Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Hmmm Murakoze",sarcasm/joke
"Cyane Ok Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Cyane Ok",sarcasm/joke
"Ngo Cyane Murakoze Ngo Murakoze cyane ku bufasha bwanyu, birashimishije. Ngo Cyane Murakoze Ngo",normal
"Cyane Hmmm Cyane Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Cyane Hmmm Cyane",sarcasm/joke
"Murakoze Cyane Murakoze Hmmm Ntacyo uzageraho n’iyo wakora iki, urapfusha ubusa. Murakoze Cyane Murakoze Hmmm",hate
Ubwo Ok Ubwo Ngo ndagukunda? Hmmm reka ntekerezeho... Ubwo Ok Ubwo,sarcasm/joke
"Sha Ok Sha, ndabona akazi kose murakora neza rwose. Sha Ok",normal
"Sha Ubwo Ok Sha, ndabona akazi kose murakora neza rwose. Sha Ubwo Ok",normal
"Ngo Ok Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ngo Ok",sarcasm/joke
"Hmmm Ndumva Ndumva Murakoze Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Hmmm Ndumva Ndumva Murakoze",sarcasm/joke
"Ndumva Ok Ok Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Ndumva Ok Ok",sarcasm/joke
"Murakoze Cyane Murakoze Sha, ndumva ibintu byose biri perfect... cyangwa se ni njye ubibona nabi? Murakoze Cyane Murakoze",sarcasm/joke
"Noneho Ndumva Ok Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Noneho Ndumva Ok Sha",sarcasm/joke
"Ubwo Noneho Cyane Murakoze Sha Yego rwose, rwose ni byiza pe! (ubwo bwose uranseka?) Ubwo Noneho Cyane Murakoze Sha",sarcasm/joke
"Ndumva Sha Noneho Sha Oya nta kibazo kabisa, ariko niba ukomeje gutyo uzambwira neza! Ndumva Sha Noneho Sha",sarcasm/joke
"Cyane Murakoze Murakoze Murakoze Murakoze Hahaha, ntacyo, murakoze cyane pe, ndabizi ntabwo mbikwiriye. Cyane Murakoze Murakoze Murakoze Murakoze",sarcasm/joke
"Noneho Murakoze Nuko rero mukomeze gukora cyane, amahirwe masa kuri byose. Noneho Murakoze",normal
"Hmmm Ngo Cyane Murakoze Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Hmmm Ngo Cyane Murakoze",hate
"Noneho Noneho Hmmm Murakoze Iyo mvugo yawe ntabwo ikwiye, urashaka guteza umutekano muke. Noneho Noneho Hmmm Murakoze",hate
