text,label
Kabisa kabisa Sure kabisa lol rwose kbs kbs Kabisa kabisa lol Sure kabisa rwose,sarcasm/joke
Hahaha Ngo urankunda? sha Hahaha sha Ngo urankunda? Hahaha,sarcasm/joke
Amakuru Umutuzo Amakuru lol kbs Muraho Umutuzo lol kbs Muraho Amakuru Amakuru,normal
Amahoro kbs Muraho Amakuru Muraho Amakuru Amahoro,normal
Sure kabisa bro Hahaha Turashima rwose rwose Sure kabisa Hahaha,sarcasm/joke
Amakuru sha Ibyiza byinshi Muraho Amahoro sha Muraho Amakuru,normal
Turashima sha Murakoze sha Murakoze Turashima,sarcasm/joke
Kabisa kabisa lol lol lol sha sha Kabisa kabisa lol,sarcasm/joke
Umugisha Umutuzo lol Amakuru smh Ikirere Umutuzo smh lol Amakuru Umugisha Ikirere,normal
Nta kibazo sha Kabisa kabisa smh Nuko se! Nuko se! smh Nta kibazo sha Kabisa kabisa,sarcasm/joke
Imirimo Amahoro smh Umutuzo smh Amahoro Imirimo,normal
bro Imirimo Ibyiza byinshi kbs,normal
lol sha Murakoze lol sha Murakoze,sarcasm/joke
Amahoro Umutuzo bro Ikirere kbs bro kbs Ikirere Amahoro Umutuzo,normal
Urupfu Ibyitso Abahutu smh kbs kbs Urupfu Ibyitso smh Abahutu,hate
Turashimira smh Ibyiza byinshi Turashimira,normal
Ubuzima Muraho Turashimira lol Ubuzima Muraho Ubuzima Ubuzima lol Turashimira,normal
Ngo urankunda? lol bro Nuko se!,sarcasm/joke
Umugisha Umugisha sha bro bro Umugisha Umugisha,normal
lol Murakoze Turashima lol Nuko se! Nuko se! lol Turashima,sarcasm/joke
Ubuzima Ubuzima Umutuzo lol,normal
Muraho Ibyiza byinshi sha Ibyiza byinshi Imirimo lol,normal
Nta kibazo smh Kabisa kabisa lol Kabisa kabisa lol Nta kibazo smh,sarcasm/joke
Abanyarwanda Abanyarwanda bro Urupfu bro Abanyarwanda Urupfu,hate
Imirimo smh Ikirere,normal
sha Nta kibazo Murakoze Sure kabisa sha Nta kibazo Murakoze Sure kabisa,sarcasm/joke
lol Murakoze Ngo urankunda? Murakoze Ngo urankunda? lol,sarcasm/joke
Urupfu Abahutu smh Ibinyoma smh Ibinyoma Urupfu,hate
kbs Nta kibazo Murakoze,sarcasm/joke
Umutuzo kbs Turashimira bro Muraho,normal
Abatutsi Inda nini Abanyarwanda kbs Inzangano smh kbs Abanyarwanda Inzangano,hate
Nuko se! Kabisa kabisa smh sha Murakoze Murakoze Kabisa kabisa,sarcasm/joke
Turashimira Umutuzo bro smh Amahoro Amahoro Amahoro Amahoro Umutuzo Turashimira smh,normal
rwose Nuko se! kbs sha rwose sha kbs Nuko se!,sarcasm/joke
Umutuzo sha smh Muraho Umutuzo smh sha Muraho,normal
Hahaha rwose lol Nuko se! rwose Hahaha lol Nuko se!,sarcasm/joke
Hahaha sha Hahaha,sarcasm/joke
Abanyarwanda bro Ntacyo mumaze Inda nini bro Abanyarwanda,hate
lol lol Nuko se! sha Nuko se! lol,sarcasm/joke
Inda nini sha Ibinyoma smh Abahutu Ibinyoma,hate
Kabisa kabisa Turashima smh sha Kabisa kabisa Turashima sha smh,sarcasm/joke
kbs Abagome Ntacyo mumaze lol Ntacyo mumaze Ntacyo mumaze Ntacyo mumaze kbs Abagome lol,hate
Urupfu Abagome sha Inzangano,hate
sha Sure kabisa Sure kabisa Kabisa kabisa bro Sure kabisa Kabisa kabisa,sarcasm/joke
Turashima kbs Nuko se! Kabisa kabisa kbs Nuko se! Turashima Kabisa kabisa,sarcasm/joke
Turashimira Imirimo Umutuzo kbs smh kbs Umutuzo Turashimira smh Imirimo,normal
smh bro Kabisa kabisa Sure kabisa,sarcasm/joke
smh Ibinyoma Urupfu Abagome sha,hate
Hahaha Sure kabisa lol Nta kibazo kbs Hahaha Nta kibazo Hahaha kbs,sarcasm/joke
sha Ubuzima Imirimo bro Ibyiza byinshi bro sha,normal
bro Sure kabisa Murakoze sha Murakoze Murakoze Sure kabisa Murakoze bro sha,sarcasm/joke
smh kbs Ngo urankunda? Nuko se!,sarcasm/joke
lol Umutuzo Ubuzima Ubuzima Ubuzima Umutuzo lol Ubuzima,normal
smh Inzangano Ntacyo mumaze Inda nini sha Abagome Inzangano Ntacyo mumaze Abagome Inda nini sha smh,hate
bro Nuko se! smh Turashima,sarcasm/joke
Urupfu bro Abanyarwanda bro Urupfu Abanyarwanda,hate
lol sha Ntacyo mumaze Inda nini sha Ntacyo mumaze lol Inda nini,hate
lol Inzangano Abagome Abatutsi Inzangano Abatutsi Abagome lol,hate
smh Hahaha Sure kabisa Nuko se! Nta kibazo Sure kabisa Nta kibazo,sarcasm/joke
Ibyiza byinshi smh Turashimira,normal
Nta kibazo rwose bro Murakoze Sure kabisa Sure kabisa rwose,sarcasm/joke
kbs Muraho Muraho smh Ikirere Ikirere Muraho kbs,normal
Sure kabisa sha Turashima Hahaha bro Nta kibazo Hahaha sha Nta kibazo Turashima,sarcasm/joke
Abanyarwanda bro Ibyitso smh bro Ibyitso smh Abanyarwanda,hate
Nta kibazo Kabisa kabisa Nuko se! kbs Hahaha kbs Nuko se!,sarcasm/joke
smh lol lol kbs lol kbs,sarcasm/joke
kbs Inda nini Ibinyoma Abagome Ibinyoma Ibinyoma Inda nini kbs Ibinyoma Abagome,hate
Inzangano sha Abahutu bro Ntacyo mumaze Ibyitso,hate
lol Ntacyo mumaze Abagome sha Ntacyo mumaze Abagome,hate
kbs Ibyitso Ibyitso Abanyarwanda Abanyarwanda Abanyarwanda Ibyitso,hate
Abahutu Ntacyo mumaze kbs lol,hate
lol Nta kibazo kbs Murakoze,sarcasm/joke
Hahaha Kabisa kabisa bro Nuko se!,sarcasm/joke
Abatutsi Abatutsi sha sha Abatutsi Abatutsi,hate
Hahaha bro Ngo urankunda? Sure kabisa Kabisa kabisa,sarcasm/joke
Murakoze kbs sha Hahaha rwose Murakoze Hahaha kbs rwose sha,sarcasm/joke
sha Imirimo Muraho Imirimo Muraho Imirimo Imirimo sha,normal
kbs Amakuru Ikirere smh Ibyiza byinshi kbs Amakuru smh Ikirere Ibyiza byinshi,normal
Ibyitso Urupfu Abagome sha Abahutu lol,hate
Hahaha Turashima sha Nuko se! Murakoze kbs Hahaha Turashima,sarcasm/joke
Sure kabisa smh Murakoze rwose rwose Murakoze Sure kabisa smh,sarcasm/joke
rwose kbs Kabisa kabisa Turashima kbs rwose Kabisa kabisa Turashima,sarcasm/joke
lol Turashimira Muraho Imirimo kbs,normal
Murakoze sha Hahaha kbs lol Ngo urankunda? lol kbs sha Ngo urankunda?,sarcasm/joke
Sure kabisa rwose rwose sha Turashima Turashima sha Sure kabisa rwose rwose,sarcasm/joke
sha Abahutu Ntacyo mumaze Ntacyo mumaze sha Abahutu,hate
Hahaha rwose Kabisa kabisa smh Murakoze rwose Kabisa kabisa smh,sarcasm/joke
Umugisha kbs Turashimira,normal
Amahoro smh Imirimo Amakuru,normal
Turashimira Ikirere Muraho smh bro Ikirere Turashimira Muraho bro,normal
bro rwose lol lol,sarcasm/joke
sha lol Abagome Abagome sha Abagome,hate
lol lol Turashima Nta kibazo Hahaha,sarcasm/joke
Abahutu Inzangano kbs smh Inzangano Abahutu,hate
Amahoro Muraho lol Turashimira Ibyiza byinshi Muraho Ibyiza byinshi lol Amahoro Turashimira,normal
Amakuru Umutuzo Turashimira Amakuru bro,normal
Turashimira bro Ikirere Ikirere bro Turashimira,normal
Muraho Ibyiza byinshi bro Ibyiza byinshi Muraho,normal
Ntacyo mumaze Inzangano sha bro Ntacyo mumaze sha Inzangano bro,hate
Amakuru Ubuzima Turashimira Ikirere lol Amakuru Ubuzima Ikirere,normal
rwose Sure kabisa bro bro Sure kabisa rwose,sarcasm/joke
Abagome Ibinyoma bro Ibinyoma Abagome bro Ibinyoma Ibinyoma,hate
Nuko se! Murakoze Sure kabisa lol sha,sarcasm/joke
Ibyiza byinshi Amahoro lol Amahoro Amakuru,normal
lol Inzangano Abatutsi kbs Inzangano kbs Abatutsi lol,hate
smh Sure kabisa Ngo urankunda? Ngo urankunda? Murakoze lol lol smh Ngo urankunda?,sarcasm/joke
kbs Amakuru Amakuru Ikirere smh Ibyiza byinshi,normal
Umugisha bro lol Ibyiza byinshi bro lol Ibyiza byinshi Umugisha,normal
Inzangano Abatutsi Abanyarwanda bro lol Ibinyoma bro Inzangano lol,hate
Sure kabisa Murakoze smh Murakoze Turashima,sarcasm/joke
Ibyitso Ntacyo mumaze kbs Ntacyo mumaze kbs Ibyitso,hate
Murakoze Turashima Murakoze bro sha,sarcasm/joke
Ikirere smh Umutuzo Muraho Ubuzima Ikirere Umutuzo smh Ubuzima Muraho,normal
Inzangano sha bro Inzangano sha bro Inzangano Inzangano,hate
sha Turashimira Ikirere Turashimira Imirimo sha Imirimo Turashimira,normal
Ngo urankunda? lol Hahaha smh Murakoze bro,sarcasm/joke
kbs Ibyiza byinshi Amakuru Amakuru kbs Ibyiza byinshi,normal
Umutuzo Ikirere Amakuru kbs bro,normal
lol Ibinyoma smh Ibyitso Ibinyoma,hate
Abatutsi kbs Inzangano Ibyitso,hate
Ibinyoma Inzangano Ntacyo mumaze smh lol Inzangano Ntacyo mumaze Ibinyoma lol smh,hate
Abatutsi Inda nini kbs bro,hate
rwose smh Turashima rwose smh Turashima,sarcasm/joke
sha smh Umugisha Imirimo Turashimira,normal
Amakuru Amahoro Turashimira smh sha Amahoro,normal
Turashima sha Kabisa kabisa,sarcasm/joke
Muraho sha Amakuru Ikirere Umugisha sha Muraho Umugisha Amakuru Ikirere,normal
Abahutu Ibinyoma smh Inzangano Inda nini lol Ibinyoma lol Inda nini smh Inzangano Abahutu,hate
smh kbs Turashimira Umugisha kbs Turashimira Umugisha smh,normal
Ubuzima Imirimo Ubuzima smh,normal
lol Ngo urankunda? lol,sarcasm/joke
kbs Ibinyoma Ibinyoma Urupfu Ibyitso lol,hate
Hahaha sha Nuko se! Nuko se! bro,sarcasm/joke
smh Murakoze kbs Nta kibazo Murakoze Nta kibazo smh kbs,sarcasm/joke
Amakuru Muraho Imirimo lol,normal
lol lol rwose Kabisa kabisa rwose lol lol Kabisa kabisa,sarcasm/joke
lol Ibinyoma smh Abahutu lol Ibinyoma Abahutu smh,hate
sha kbs Urupfu Ibinyoma Ntacyo mumaze,hate
Ibyitso Abahutu kbs smh Ibinyoma Ibinyoma smh Abahutu kbs Ibyitso,hate
rwose Sure kabisa smh sha Kabisa kabisa Sure kabisa smh Kabisa kabisa rwose,sarcasm/joke
smh Umutuzo Ibyiza byinshi Ibyiza byinshi kbs Umugisha,normal
Inzangano kbs Abanyarwanda smh Abagome,hate
smh Nuko se! rwose lol Hahaha Nuko se! Hahaha Nuko se! lol rwose,sarcasm/joke
Kabisa kabisa kbs smh Turashima,sarcasm/joke
Nta kibazo kbs Nuko se! lol kbs Nta kibazo lol Nuko se!,sarcasm/joke
lol bro Ngo urankunda?,sarcasm/joke
Umutuzo sha Amakuru Amakuru Muraho kbs,normal
Ibyiza byinshi kbs Umutuzo Amakuru Amakuru Ibyiza byinshi Umutuzo,normal
lol Murakoze Murakoze Kabisa kabisa Murakoze Murakoze lol Murakoze Murakoze Kabisa kabisa,sarcasm/joke
lol Ibyitso Ibyitso,hate
Sure kabisa kbs Hahaha Ngo urankunda? lol Sure kabisa Hahaha,sarcasm/joke
Nta kibazo bro Murakoze Nta kibazo bro Murakoze,sarcasm/joke
Kabisa kabisa sha Turashima Kabisa kabisa sha Turashima,sarcasm/joke
Abahutu Ibyitso bro Abagome Ibyitso bro,hate
smh Ibyitso sha Inzangano,hate
Turashimira Amakuru Muraho bro smh Amahoro bro Turashimira,normal
Amakuru Turashimira Muraho bro Umugisha,normal
lol kbs sha rwose lol,sarcasm/joke
Inzangano sha Abahutu,hate
smh Inda nini Ibyitso sha sha Inda nini smh Ibyitso,hate
Abagome Urupfu Ntacyo mumaze Abahutu lol,hate
Abatutsi smh Ntacyo mumaze Ntacyo mumaze Abanyarwanda Ntacyo mumaze smh Abatutsi Abanyarwanda Ntacyo mumaze,hate
Umugisha Amahoro bro Ibyiza byinshi Umutuzo,normal
Amahoro Turashimira sha Ubuzima smh Turashimira Amahoro,normal
Ibyiza byinshi smh Ikirere lol,normal
Abanyarwanda Abanyarwanda Ibyitso smh sha,hate
Hahaha Nta kibazo Sure kabisa smh Hahaha Nta kibazo Sure kabisa Hahaha smh Hahaha,sarcasm/joke
Ubuzima Ibyiza byinshi bro Ibyiza byinshi bro,normal
smh Ikirere Amahoro Ubuzima bro Turashimira,normal
sha kbs Inda nini Inda nini Inda nini kbs Inda nini sha,hate
lol Abatutsi Abagome sha Abatutsi,hate
sha Muraho Umutuzo Turashimira kbs Amakuru,normal
Abahutu Ibyitso lol kbs Abahutu kbs Ibyitso Abahutu lol Abahutu,hate
Ntacyo mumaze Ibyitso lol Abanyarwanda,hate
Turashimira Muraho kbs Ibyiza byinshi sha sha kbs,normal
Hahaha Murakoze bro lol Nta kibazo lol bro Hahaha Nta kibazo lol,sarcasm/joke
kbs Hahaha rwose lol Nuko se!,sarcasm/joke
Nta kibazo lol Sure kabisa sha,sarcasm/joke
sha Amahoro Ubuzima Amahoro Imirimo sha Amahoro Amahoro Imirimo Ubuzima,normal
rwose Kabisa kabisa smh Hahaha Hahaha smh Kabisa kabisa rwose,sarcasm/joke
bro Nta kibazo Turashima rwose,sarcasm/joke
kbs Urupfu Inda nini smh Ibyitso Urupfu Inda nini Ibyitso,hate
Ibinyoma bro smh Abahutu Abagome,hate
Turashimira Imirimo lol lol Turashimira,normal
kbs Kabisa kabisa Turashima sha sha Kabisa kabisa,sarcasm/joke
lol Ibyiza byinshi Amahoro bro Umugisha Amahoro bro lol,normal
Ngo urankunda? Nuko se! smh rwose rwose Nuko se! Ngo urankunda? smh,sarcasm/joke
Ikirere Amakuru bro Amahoro Imirimo bro Ikirere Amakuru Amahoro,normal
kbs Ubuzima Ikirere Ubuzima kbs Ikirere,normal
bro Ubuzima Umutuzo bro Ubuzima Umutuzo,normal
Sure kabisa lol kbs Turashima Turashima lol Sure kabisa kbs,sarcasm/joke
lol Urupfu Ibinyoma kbs,hate
sha Amahoro Muraho Ikirere Turashimira,normal
Imirimo Ikirere bro Umutuzo bro Imirimo Umutuzo Ikirere,normal
Abahutu Urupfu Ibinyoma lol Abagome Urupfu Abagome Abahutu Ibinyoma,hate
Ntacyo mumaze bro lol Abatutsi Inda nini Inda nini bro lol,hate
rwose lol smh bro lol rwose bro lol,sarcasm/joke
Abahutu Abagome Abatutsi Inzangano sha,hate
Amahoro Turashimira Muraho Ubuzima bro,normal
smh sha Ngo urankunda? rwose Sure kabisa,sarcasm/joke
bro Kabisa kabisa Kabisa kabisa Kabisa kabisa Kabisa kabisa bro,sarcasm/joke
Muraho Imirimo Amakuru smh lol Ibyiza byinshi Ibyiza byinshi Imirimo Muraho lol,normal
smh Amakuru lol Imirimo Amakuru Imirimo lol smh,normal
Imirimo Amahoro lol bro Umutuzo,normal
Urupfu lol Inzangano kbs,hate
sha Urupfu smh Ibyitso Urupfu smh sha Ibyitso,hate
lol sha Turashima rwose Murakoze Turashima rwose Murakoze lol sha,sarcasm/joke
Ubuzima Muraho Muraho Ibyiza byinshi bro Muraho Muraho bro,normal
lol Kabisa kabisa rwose lol,sarcasm/joke
kbs Urupfu Inda nini Abahutu Abahutu Urupfu kbs,hate
Amahoro lol Umugisha Ubuzima,normal
sha Ikirere Amakuru Umutuzo Ibyiza byinshi,normal
Ngo urankunda? Kabisa kabisa lol,sarcasm/joke
Inda nini sha Inda nini Ntacyo mumaze kbs Ntacyo mumaze Inda nini Inda nini,hate
Amahoro sha Turashimira Muraho smh Turashimira Muraho sha,normal
Abatutsi Abahutu Abatutsi Inzangano bro,hate
Murakoze Murakoze bro Murakoze bro Murakoze,sarcasm/joke
bro Murakoze sha Murakoze Murakoze Murakoze,sarcasm/joke
Abatutsi Ibinyoma lol Abagome Abatutsi Ibinyoma Abagome,hate
kbs Umutuzo Amakuru Imirimo Amakuru Imirimo kbs Umutuzo,normal
Nuko se! sha Nuko se!,sarcasm/joke
Urupfu Ibinyoma sha Abatutsi Abatutsi Ibinyoma Abatutsi,hate
Abagome sha Ntacyo mumaze lol Ibyitso Inda nini Ntacyo mumaze Inda nini,hate
Inzangano Ibinyoma sha kbs sha kbs Ibinyoma Inzangano,hate
kbs Kabisa kabisa sha Ngo urankunda? Kabisa kabisa sha Ngo urankunda? kbs,sarcasm/joke
Ibyiza byinshi sha Muraho smh Ubuzima Imirimo Ubuzima smh Ibyiza byinshi,normal
Abanyarwanda Ibinyoma sha Abagome Abahutu,hate
lol Turashimira Imirimo Amakuru sha sha Turashimira lol Amakuru,normal
Urupfu lol Abahutu Urupfu Abahutu lol,hate
Turashimira Ibyiza byinshi lol Turashimira Turashimira,normal
kbs Ibyitso Ibyitso Inda nini Abahutu lol kbs lol,hate
