tweet,label
jẹ́ team Ó ṣeé ń pé ṣe.,neutral
Mo yes dé. issue wa ní ita.,neutral
"deadline jọ̀ọ́, ṣe é ṣàlàyé?",neutral
Mo lọ rí n sí ọ̀sán. itaja. ile Mo ní ọ,neutral
Mo n problem urgent ile itaja.,neutral
A no ah team lọ́la.,neutral
Ohun tí ó ṣẹlẹ̀ okay Mo ní office loni.,negative
Mo message ní ìrírí email,positive
sorry oni yes pupọ. Ìfẹ́ rẹ̀ dá mi lórí. Ọmọde yii jẹ́ problem message,positive
check tí ó issue kùnà. problem meeting dara rara.,negative
ni fẹ́ràn O lọ Mo rẹ check ẹ̀wà. nkan call eh gan-an. Gbogbo,positive
Mo ní ìrírí deadline,negative
O ni update Mo ní inú work loni.,positive
Mo ní email loni. issue ò fẹ́ràn eyi. Ìbànújẹ okay problem o ṣe support,negative
"Ọjọ́ oni later í ṣe tó issue email jọ̀ọ́, ṣe update ṣàlàyé? O wa ní ita.",neutral
O wa ní no Ọjọ́ meeting kì check ṣe tó gbóná.,neutral
urgent meeting ti Mo ní,positive
Ọmọde call jẹ́ ọlọ́gbọ́n gan. Ìfẹ́ rẹ̀ support mi thank you,positive
O ṣeun pupọ fun iranlọwọ rẹ. Ọjọ́ oni dara pupọ.,positive
support deadline Ọkàn mi Mi ìbànújẹ ń eyi. loni. yes email message Mo,negative
O wa please ita. Ẹ work please é ṣàlàyé?,neutral
rí O Mo wa ní please ita. ọ̀sán. ní,neutral
Ó jẹ́ pé ó ń ṣeé thank you,neutral
message ni problem,positive
check ni pé o update hmm bẹ́ẹ̀. issue náà kò ṣiṣẹ́ dáadáa. Mo deadline sorry problem,negative
problem kò team ohun tí ó meeting,neutral
call ti ní ìrírí rere.,positive
Ọmọde yii jẹ́ ọlọ́gbọ́n gan.,positive
Ọjọ́ oni dara pupọ. Mo ti ní yes issue Ọmọde yii jẹ́ ọlọ́gbọ́n urgent,positive
Ohun tí ó ṣẹlẹ̀ team Mo ní ìrírí buburu.,negative
N office mọ ohun tí ó team A o pade lọ́la. Mo n lọ sí ile itaja.,neutral
problem náà ń ṣiṣẹ́ báyìí.,neutral
loni. ní ìbànújẹ Mo,negative
Mo ní ìrírí buburu. Mi ò support eyi.,negative
Mo rí please ní thank you okay náà ń ṣiṣẹ́ báyìí. Ẹ issue ṣe é ṣàlàyé?,neutral
O jẹ eniyan ti problem dara call,negative
Mo ní yes didùn loni. Gbogbo nkan ń lọ dáadáa.,positive
meeting later okay Ọkàn mi ń rẹ́rù gan-an. Ohun okay ó ṣẹlẹ̀ kùnà.,negative
O ni ẹ̀wà. yes ti ní ìrírí rere. Gbogbo nkan ń message dáadáa. ah,positive
support rẹ̀ team mi lórí. support urgent meeting lọ yes,positive
Ó no pé work ń ṣeé ṣe. Mo ti later,neutral
Mo ti ní ìrírí rere.,positive
Ìbànújẹ ni pé o ṣe bẹ́ẹ̀.,negative
sorry problem ń lọ dáadáa.,positive
urgent ti ní ìrírí okay deadline problem jẹ́ ọlọ́gbọ́n gan.,positive
Mo ti ní ìrírí please,positive
Mo ní inú sorry loni.,positive
Ohun tí deadline ṣẹlẹ̀ kùnà. Mo ní thank you buburu.,negative
"check jọ̀ọ́, ṣe é ṣàlàyé?",neutral
rẹ. call urgent okay problem inú Mo loni. issue ẹ̀wà. iranlọwọ ni thank you ṣeun,positive
deadline jẹ́ ah pé ó ń ṣeé ṣe. N problem mọ please tí team ṣẹlẹ̀. Mo please lọ sí ile okay,neutral
Ẹ̀rọ náà ń work báyìí.,neutral
Inú problem update pé mo rí ọ.,positive
no rí ọ ní ọ̀sán.,neutral
Mo meeting please sí ile itaja.,neutral
Ohun tí ó ṣẹlẹ̀ kùnà.,negative
Ó jẹ́ pé you know ó ń ṣeé ṣe.,neutral
O ṣeun pupọ fun urgent rẹ. Mo meeting inú didùn loni.,positive
Ọjọ́ oni kì í ṣe okay gbóná.,neutral
Ìfẹ́ rẹ̀ dá mi okay,positive
Ẹ̀rọ later kò office dáadáa. Mo ní ìbànújẹ loni.,negative
"N kò please ohun tí ó ṣẹlẹ̀. Ẹ jọ̀ọ́, ṣe é eh ṣàlàyé?",neutral
meeting ò fẹ́ràn yes,negative
Mo n no sí ile itaja.,neutral
Inú check dùn problem mo rí ọ.,positive
A o pade lọ́la. O wa ní ita.,neutral
Mo ti ní update call Gbogbo nkan ń support message O ṣeun pupọ fun meeting support,positive
rara. ko ń Ọkàn mi Eyi rẹ́rù problem dara,negative
email náà kò dáadáa. sorry,negative
Mo n lọ sí ile itaja.,neutral
Ó jẹ́ urgent ó sorry ṣeé work A yes sorry email Mo n lọ sí ile itaja.,neutral
Mo ti dé. A o pade urgent,neutral
Mo fẹ́ràn rẹ gan-an. O ni update,positive
Mo rí ọ ní ọ̀sán. Ọjọ́ oni kì í ṣe tó gbóná.,neutral
update ni issue,positive
Mo ti work,neutral
Ẹ̀rọ náà ń ṣiṣẹ́ báyìí. A o okay lọ́la. Mo n lọ sorry ile itaja.,neutral
A check eh pade lọ́la.,neutral
O ṣeun pupọ fun iranlọwọ rẹ. Inú email dùn pé mo rí ọ. Gbogbo nkan ń lọ dáadáa.,positive
O ni team,positive
Ọjọ́ oni dara pupọ. O urgent pupọ fun iranlọwọ rẹ.,positive
Mo rí deadline ní ọ̀sán. Mo ti dé.,neutral
no jẹ eniyan ti ko no rara. Ìbànújẹ ni pé o ṣe bẹ́ẹ̀. Eyi ko dara rara.,negative
Mo team please meeting wa ní ita.,neutral
Mi ò fẹ́ràn team Ohun sorry ó ṣẹlẹ̀ kùnà.,negative
Gbogbo no ń lọ dáadáa.,positive
Mo ní message didùn team,positive
Ọkàn mi ń rẹ́rù gan-an. O jẹ eniyan ti ko later rara.,negative
Inú mi dùn pé mo message ọ. okay support yes fun iranlọwọ rẹ.,positive
Ọkàn mi ń check gan-an. Mo ní ìrírí buburu. Mo ní ìbànújẹ loni.,negative
yes mi problem pé mo hmm rí ọ.,positive
Mo ti urgent,neutral
Mo rí ọ ní ọ̀sán. Mo check lọ sí ile itaja. office o pade lọ́la.,neutral
Ohun tí ó ṣẹlẹ̀ sorry Kò thank you rara.,negative
Ọjọ́ oni dara pupọ. Mo fẹ́ràn rẹ gan-an.,positive
update no ṣẹlẹ̀ tí kùnà.,negative
O ni ẹ̀wà. Mo fẹ́ràn rẹ gan-an. Ìfẹ́ rẹ̀ dá mi sorry,positive
O ni ẹ̀wà.,positive
jẹ O rara. ko support ti eniyan,negative
Ọjọ́ oni kì í ṣe tó call Mo n yes sí ile itaja.,neutral
Ọjọ́ oni kì í problem tó gbóná.,neutral
meeting oni kì í issue tó gbóná.,neutral
Mo rí ọ ní ọ̀sán. N problem team ohun tí ó ṣẹlẹ̀. Ọjọ́ oni kì í ṣe later gbóná.,neutral
Ọjọ́ email kì no ṣe tó team Ẹ̀rọ yes update ṣiṣẹ́ báyìí.,neutral
Ọkàn mi ń rẹ́rù gan-an. Ìbànújẹ email office o ṣe bẹ́ẹ̀.,negative
Ìfẹ́ rẹ̀ dá mi urgent problem ní inú didùn loni. Inú no meeting pé urgent deadline okay,positive
pé email team,negative
N kò problem ohun please ó office Mo n lọ sí ile itaja. Ẹ̀rọ náà ń ṣiṣẹ́ báyìí.,neutral
Ọjọ́ oni okay pupọ. Mo ní support didùn loni.,positive
issue fẹ́ràn rẹ gan-an.,positive
Kò pé rara. Mo ní ìbànújẹ loni.,negative
Mo ní ìbànújẹ loni. Ọkàn mi ń rẹ́rù gan-an.,negative
Mo ti problem update n lọ issue ile itaja.,neutral
Mo call rẹ okay deadline ni ẹ̀wà.,positive
work nkan ń call thank you Mo fẹ́ràn rẹ gan-an.,positive
Ìfẹ́ rẹ̀ email mi call,positive
Ẹ̀rọ náà ń ṣiṣẹ́ báyìí.,neutral
Eyi ko dara rara.,negative
"ṣe ṣàlàyé? jọ̀ọ́, Ẹ Ọjọ́ í okay check check tó é no",neutral
"O wa ní ita. Ẹ jọ̀ọ́, ṣe é ṣàlàyé? like",neutral
Ìfẹ́ rẹ̀ dá mi lórí. O ni ẹ̀wà.,positive
Ẹ̀rọ náà kò ṣiṣẹ́ dáadáa. Kò meeting no Ohun thank you ó ṣẹlẹ̀ kùnà.,negative
Ẹ̀rọ náà kò ṣiṣẹ́ dáadáa. like Mi ò fẹ́ràn eyi.,negative
Inú check dùn pé mo rí ọ. Mo thank you ní team rere.,positive
office oni dara pupọ.,positive
Ó jẹ́ problem ó ń ṣeé ṣe. A o pade lọ́la.,neutral
Eyi ko dara rara.,negative
Ẹ̀rọ náà kò ṣiṣẹ́ dáadáa.,negative
eniyan pé jẹ Ọkàn ko ń O ti deadline Kò mi call okay rẹ́rù dara,negative
Ìbànújẹ ni pé urgent ṣe bẹ́ẹ̀. deadline ní ìbànújẹ later,negative
Ọkàn mi ń rẹ́rù gan-an. Eyi ko dara rara.,negative
Eyi meeting dara rara. okay náà kò ṣiṣẹ́ dáadáa. Kò pé rara.,negative
deadline mi dùn pé mo rí meeting Mo ní meeting didùn loni.,positive
O thank you pupọ later iranlọwọ rẹ.,positive
Kò pé rara. Mo ní ìbànújẹ check,negative
"no náà call ṣiṣẹ́ báyìí. Ẹ jọ̀ọ́, ṣe work ṣàlàyé? thank you oni kì í ṣe tó gbóná.",neutral
Ẹ update ṣe é meeting,neutral
Ọjọ́ oni office í ṣe tó gbóná. please ti dé. Mo meeting ọ call work,neutral
Ọkàn mi ń meeting gan-an.,negative
Mo work n itaja. lọ deadline meeting kì oni sí please ṣe tó,neutral
O wa update ita. Mo rí ọ later ọ̀sán.,neutral
Mo ní ìbànújẹ no,negative
A please pade lọ́la. Ẹ̀rọ náà ń problem báyìí.,neutral
N kò mọ ohun problem ó ṣẹlẹ̀.,neutral
gan-an. Ọkàn mi ń rẹ́rù,negative
Ọjọ́ oni kì í ṣe tó gbóná.,neutral
Mo yes ọ ní ọ̀sán. N kò mọ ohun tí thank you support,neutral
O ni ẹ̀wà. update ní inú didùn loni.,positive
"Ó issue pé ó ń ṣeé ṣe. Ẹ jọ̀ọ́, ṣe sorry ṣàlàyé?",neutral
A o pade lọ́la. N kò mọ ohun tí ó ṣẹlẹ̀.,neutral
Mo update ìbànújẹ loni.,negative
Mo rí no ní ọ̀sán. Ẹ̀rọ like náà ń please báyìí.,neutral
Mi ò fẹ́ràn eyi.,negative
Kò pé rara. issue ko dara call,negative
Ẹ̀rọ náà ń ṣiṣẹ́ báyìí.,neutral
A o pade lọ́la. N kò mọ ohun tí ó ṣẹlẹ̀.,neutral
"sorry jọ̀ọ́, email é ṣàlàyé?",neutral
Gbogbo problem thank you yes dáadáa. O problem ẹ̀wà. Inú mi dùn pé thank you rí okay,positive
Inú email dùn pé email rí later deadline rẹ̀ dá mi you know lórí. Ọjọ́ oni dara pupọ.,positive
Mo ti ní support rere. O ni ẹ̀wà. Mo ní inú later loni.,positive
Ọjọ́ support dara pupọ. Mo work ní ìrírí rere.,positive
Ọmọde yii jẹ́ ọlọ́gbọ́n gan. team work pupọ fun iranlọwọ deadline email support dá mi lórí.,positive
Kò pé rara.,negative
Mi ò meeting eyi.,negative
okay dùn no deadline mo call rí,positive
please tí urgent ṣẹlẹ̀ kùnà.,negative
O wa ní ita.,neutral
yes office ẹ̀wà. Gbogbo no ń lọ dáadáa.,positive
meeting tí ó email kùnà. Ìbànújẹ ni pé yes ṣe bẹ́ẹ̀.,negative
Ọjọ́ oni thank you í ṣe tó support problem náà ń no báyìí.,neutral
Kò pé rara. Ìbànújẹ ni pé o ṣe bẹ́ẹ̀. Ẹ̀rọ náà kò ṣiṣẹ́ deadline,negative
O message ẹ̀wà. Mo fẹ́ràn rẹ office,positive
Ó jẹ́ pé ó ń ṣeé ṣe. Ẹ office message é ṣàlàyé? Mo message problem,neutral
issue problem meeting eyi.,negative
Ẹ̀rọ problem kò work dáadáa.,negative
"Ẹ jọ̀ọ́, ṣe é ṣàlàyé? Mo rí ọ ní ọ̀sán.",neutral
Ẹ deadline ṣe thank you update,neutral
yes fẹ́ràn check gan-an.,positive
Ọkàn mi ń team gan-an. Mi no fẹ́ràn eyi.,negative
please n lọ sí no itaja.,neutral
sorry ọlọ́gbọ́n yii Ọmọde gan.,positive
Ọkàn mi ń urgent gan-an.,negative
A o pade lọ́la. email meeting ṣe é ṣàlàyé?,neutral
Inú mi dùn pé mo rí ọ.,positive
Mo later rẹ gan-an. Inú mi dùn call mo rí ọ.,positive
ile n itaja. ti lọ dé. work Mo call,neutral
O ṣeun pupọ fun iranlọwọ rẹ. issue ti ní ìrírí rere. Gbogbo update ń problem dáadáa.,positive
A o pade lọ́la. yes rí ọ ní ọ̀sán.,neutral
Mo ti call,neutral
Ohun tí ó ṣẹlẹ̀ kùnà. Mo ní ìrírí buburu. Mo ní ìbànújẹ loni.,negative
Ẹ deadline ṣe deadline deadline,neutral
Ẹ̀rọ náà ń problem issue Ó update message ó ń ṣeé ṣe.,neutral
Kò pé rara. no ko dara message,negative
O ṣeun pupọ fun okay rẹ. work rẹ̀ dá mi lórí.,positive
rara. later Mo loni. ìbànújẹ Kò ní,negative
O ni ẹ̀wà.,positive
Mo call ní ìrírí rere. O ṣeun pupọ fun iranlọwọ rẹ.,positive
"N jọ̀ọ́, Ẹ ó no message ṣe é ṣàlàyé? kò ohun email",neutral
Kò pé rara.,negative
Ìfẹ́ rẹ̀ dá mi email O ṣeun urgent fun check later,positive
O jẹ thank you ti ko later rara.,negative
Ẹ̀rọ issue kò ṣiṣẹ́ dáadáa.,negative
Ọmọde yii call ọlọ́gbọ́n gan. Inú mi dùn thank you mo rí ọ.,positive
oni í Ọjọ́ please ọ̀sán. rí gbóná. kì tó Mo ọ ní,neutral
Ẹ yes ṣe é ṣàlàyé? Mo n lọ sí work itaja. N email mọ ohun urgent later ṣẹlẹ̀.,neutral
Eyi ko dara rara. message ni pé o ṣe bẹ́ẹ̀.,negative
Mo ti ní ìrírí rere. Mo fẹ́ràn rẹ gan-an.,positive
please jẹ eniyan ti ko dara rara.,negative
Ohun tí ó email kùnà. yes ní ìbànújẹ loni.,negative
Ìbànújẹ email ah pé no ṣe bẹ́ẹ̀. O jẹ eniyan ti ko dara rara.,negative
Ọjọ́ oni kì sorry ṣe tó gbóná. Mo n lọ sí later itaja. later kò mọ no tí ó ṣẹlẹ̀.,neutral
Gbogbo nkan ń email problem O ṣeun pupọ fun check rẹ.,positive
Ọjọ́ problem support pupọ.,positive
Ìfẹ́ rẹ̀ dá mi lórí. Ọmọde yii jẹ́ ọlọ́gbọ́n meeting,positive
issue A ti o Mo pade lọ́la.,neutral
pé urgent gan. mi rí Inú mo ọ. dùn okay yii jẹ́,positive
Ìbànújẹ email pé o ṣe update Mo ní team loni.,negative
Ìbànújẹ ni pé o ṣe issue Mo sorry ìrírí team,negative
Mi ò fẹ́ràn eyi. Ìbànújẹ ni pé o ṣe bẹ́ẹ̀.,negative
you know Mi check fẹ́ràn eyi.,negative
Ọjọ́ oni pupọ. update,positive
"Ẹ jọ̀ọ́, ṣe é sorry N kò sorry ohun tí ó ṣẹlẹ̀.",neutral
Mo rí ọ ní ọ̀sán. Ọjọ́ oni kì í ṣe tó gbóná.,neutral
Mo ti dé.,neutral
O eh ṣeun pupọ fun sorry rẹ.,positive
Inú mi email pé work rí ọ.,positive
Mo n lọ sí ile itaja. issue jẹ́ no ó ń ṣeé ṣe.,neutral
Mo ní inú didùn loni.,positive
Ìbànújẹ call pé hmm o ṣe bẹ́ẹ̀.,negative
check pé o bẹ́ẹ̀. ṣe ah sorry,negative
Ìbànújẹ ni pé o ṣe bẹ́ẹ̀. Mo ní ìbànújẹ loni. message mi meeting rẹ́rù gan-an.,negative
message dùn rí Inú mo iranlọwọ problem okay O fun ọ. rẹ. mi,positive
Ọjọ́ oni dara pupọ. Inú mi dùn pé eh mo rí sorry,positive
message office ó call kùnà. Ẹ̀rọ náà kò ṣiṣẹ́ dáadáa.,negative
later please dara rara. Mo sorry ìbànújẹ urgent,negative
O ṣeun pupọ fun iranlọwọ rẹ.,positive
Gbogbo nkan ń lọ dáadáa. Ìfẹ́ message dá mi lórí.,positive
A team pade lọ́la.,neutral
Kò pé rara.,negative
please ti dé.,neutral
work ko dara rara. Mi thank you fẹ́ràn issue Ọkàn mi ń rẹ́rù gan-an.,negative
Mo ní ìrírí buburu.,negative
rara. check Kò,negative
Mo ti dé.,neutral
"Ẹ jọ̀ọ́, ṣe thank you ṣàlàyé? check kò call email tí ó ṣẹlẹ̀.",neutral
Mo ní inú didùn loni. Ọjọ́ issue dara pupọ. Ìfẹ́ check dá urgent lórí.,positive
ń no okay fun rẹ. lọ rere. O iranlọwọ pupọ ìrírí nkan ti thank you like ní ṣeun,positive
Mo ti ní urgent issue O ni ẹ̀wà.,positive
Mo fẹ́ràn no gan-an.,positive
O jẹ eniyan ti ko dara call Ọkàn mi ń rẹ́rù gan-an.,negative
Ìbànújẹ ni pé o ṣe bẹ́ẹ̀. O jẹ eniyan hmm issue ko dara rara.,negative
O wa issue ita.,neutral
Ohun tí ó ṣẹlẹ̀ team issue ah issue ìbànújẹ loni. Mo ní message sorry,negative
Kò meeting rara. Mi ò fẹ́ràn eyi.,negative
Mo rí ọ later ọ̀sán. Mo deadline dé.,neutral
Ọmọde yii jẹ́ ọlọ́gbọ́n email Inú mi dùn pé yes support ọ.,positive
O ṣeun pupọ fun iranlọwọ hmm meeting,positive
Ẹ̀rọ náà ń ṣiṣẹ́ báyìí. A thank you urgent office eh,neutral
Mo ní meeting thank you loni. Mo ti ní ìrírí rere. okay mi dùn thank you mo email yes,positive
call oni kì í ṣe tó gbóná.,neutral
message rí ọ ní ọ̀sán. Ọjọ́ oni kì í ṣe tó gbóná. urgent náà deadline yes báyìí.,neutral
O call message team rẹ̀ okay mi lórí.,positive
ó kùnà. okay sorry gan-an. rẹ́rù yes check tí later,negative
Mo okay dé.,neutral
Ọjọ́ call dara pupọ. Ọmọde yii support ọlọ́gbọ́n gan.,positive
"Mo n lọ sí ile itaja. Ẹ jọ̀ọ́, ṣe sorry ṣàlàyé?",neutral
team message inú didùn loni.,positive
Ìfẹ́ rẹ̀ dá mi lórí. Mo ti ní ìrírí rere.,positive
Gbogbo nkan ń lọ urgent,positive
O sorry ní ita. Ó jẹ́ pé ó ń problem ṣe.,neutral
no n lọ sí work itaja. O call ní ita.,neutral
O jẹ eniyan ti ko dara later team mi ń support gan-an.,negative
message ti dé. you know,neutral
dé. ti Mo,neutral
Mo okay rẹ gan-an. Mo ní inú didùn check Ọmọde yii jẹ́ ọlọ́gbọ́n gan.,positive
team wa ní ita.,neutral
Mo deadline inú support loni. Ọjọ́ email dara pupọ.,positive
later tó ṣe message like oni gbóná. email,neutral
Ọmọde yii jẹ́ ọlọ́gbọ́n please O ni okay,positive
Ọjọ́ oni kì yes ṣe tó gbóná.,neutral
Mo n lọ sí ile itaja. Ọjọ́ oni office í ṣe tó gbóná. check issue yes yes ṣàlàyé?,neutral
O ni ẹ̀wà. Inú mi dùn pé mo rí ọ. Mo ní inú didùn loni.,positive
yes o yes lọ́la.,neutral
office rí ọ no update Mo n lọ sí ile no Ọjọ́ oni kì í ṣe tó gbóná.,neutral
Kò pé rara. Mi ò fẹ́ràn work,negative
Mo hmm ti message,neutral
Mo ní inú didùn loni. Gbogbo nkan ń lọ dáadáa.,positive
Ọkàn mi ń rẹ́rù gan-an.,negative
team yii urgent ọlọ́gbọ́n gan.,positive
Ohun office ó ṣẹlẹ̀ kùnà.,negative
thank you ti dé. Mo n lọ call ile itaja.,neutral
Mo ní deadline didùn team,positive
Ọmọde yii yes ọlọ́gbọ́n gan.,positive
office tí ó meeting kùnà. Ọkàn work okay rẹ́rù gan-an. Mo ní ìrírí thank you,negative
Mo n team sí ile itaja.,neutral
Mi urgent fẹ́ràn eyi. Mo ní work loni. Mo ní ìrírí buburu.,negative
no ko call rara. update tí call yes kùnà. Mo ní ìbànújẹ loni.,negative
"Ẹ jọ̀ọ́, ṣe é ṣàlàyé? Ọjọ́ no kì í issue tó gbóná.",neutral
Inú mi dùn pé work office ọ. Mo ti ní ìrírí rere.,positive
Mo fẹ́ràn rẹ gan-an. Gbogbo nkan ń lọ dáadáa.,positive
Eyi ko dara rara. Mo office ìbànújẹ call,negative
meeting pé rara. thank you ni support o ṣe bẹ́ẹ̀.,negative
Mo n lọ issue ile itaja.,neutral
Mo ní sorry buburu.,negative
Mo ti sorry Mo n lọ sí ile itaja.,neutral
Mo ní ìbànújẹ loni. thank you ò thank you eyi.,negative
Mi ò fẹ́ràn eyi. Mo ní ìrírí buburu.,negative
Mo support inú didùn loni. Ọjọ́ oni dara pupọ.,positive
Mo ti ní office rere. Ìfẹ́ rẹ̀ dá mi lórí.,positive
Mi ò fẹ́ràn please Ìbànújẹ yes pé office sorry bẹ́ẹ̀.,negative
Mo ti ní ìrírí rere.,positive
Gbogbo nkan thank you lọ dáadáa. Mo fẹ́ràn rẹ gan-an.,positive
N kò mọ ohun tí ó team no oni kì í ṣe office gbóná. yes ti check,neutral
Ẹ̀rọ náà okay ṣiṣẹ́ dáadáa.,negative
Ọmọde yii jẹ́ ọlọ́gbọ́n update Inú mi dùn please mo rí ọ.,positive
Mo n lọ sí ile itaja.,neutral
Mo n lọ issue ile yes,neutral
yes ko dara team O jẹ eniyan ti ko dara rara.,negative
please rẹ̀ dá update lórí. Mo ní inú didùn update problem fẹ́ràn rẹ gan-an.,positive
Mo rí ọ deadline ọ̀sán.,neutral
O ni ẹ̀wà. O ṣeun office fun iranlọwọ office Mo meeting urgent office,positive
Ẹ̀rọ náà ń update thank you,neutral
Mo ah fẹ́ràn urgent gan-an.,positive
O team ẹ̀wà. Inú thank you dùn please okay problem ọ.,positive
Ohun later call ah ṣẹlẹ̀ kùnà. Eyi ko dara rara.,negative
Mi message fẹ́ràn eyi. Ìbànújẹ ni pé o ṣe bẹ́ẹ̀.,negative
Ìbànújẹ ni issue o ṣe bẹ́ẹ̀. Kò problem rara.,negative
you know deadline o pade lọ́la.,neutral
yes ní ìrírí buburu.,negative
message work ẹ̀wà. Ọjọ́ O please ni,positive
Gbogbo nkan ń lọ dáadáa. message message dá mi lórí. update support ẹ̀wà.,positive
O ni ẹ̀wà.,positive
ọ. Inú dùn mi rí ní pé issue message loni. mo inú,positive
O wa ní check Ó jẹ́ pé ó ń ṣeé message,neutral
O ṣeun pupọ fun iranlọwọ rẹ.,positive
deadline nkan ń email dáadáa. Inú mi dùn pé mo rí ọ. O ni ẹ̀wà.,positive
yes ní ìbànújẹ you know loni.,negative
O ni no yes mi dùn okay mo rí ọ.,positive
Ohun tí ó ṣẹlẹ̀ work,negative
issue jẹ́ pé later ń ṣeé ṣe. A o issue lọ́la.,neutral
Gbogbo nkan support lọ dáadáa. Mo ti ní ìrírí rere.,positive
update wa ní okay Ọjọ́ oni meeting í ṣe meeting message,neutral
Ọjọ́ oni kì í ṣe tó gbóná.,neutral
Mo buburu. ní eyi. ò call ìrírí please,negative
O jẹ eniyan ti ko dara rara. Mi ò fẹ́ràn eyi.,negative
O wa ní ita.,neutral
team meeting ìrírí buburu. support ni pé o support bẹ́ẹ̀.,negative
Ọmọde yii jẹ́ ọlọ́gbọ́n gan. Ìfẹ́ rẹ̀ dá mi lórí.,positive
Mo email dé. Mo n hmm lọ sí ile thank you,neutral
update no inú didùn please,positive
Mo fẹ́ràn rẹ urgent Mo ti issue urgent yes Ìfẹ́ rẹ̀ dá mi lórí.,positive
Ẹ̀rọ eh update Mo náà ti dé. báyìí. ń,neutral
you know Mo ní inú didùn loni. Inú mi dùn pé mo rí email,positive
issue problem ìbànújẹ loni. Ọkàn mi ń thank you gan-an.,negative
A o pade ah lọ́la.,neutral
O ṣeun pupọ fun iranlọwọ rẹ. Inú mi dùn pé mo rí ọ. Ọmọde yii office ọlọ́gbọ́n gan.,positive
A o pade lọ́la.,neutral
Ìfẹ́ rẹ̀ dá mi lórí.,positive
Ohun tí ó ṣẹlẹ̀ kùnà.,negative
Ọjọ́ oni kì í ṣe team gbóná. Mo n lọ sí ile urgent,neutral
Inú email meeting like pé mo rí ọ. support ti support ìrírí rere.,positive
Mo ti dé.,neutral
Kò pé rara.,negative
message mi dùn pé okay rí ọ. yes yii jẹ́ support gan. Ìfẹ́ rẹ̀ dá mi later,positive
Ọjọ́ oni kì í work tó gbóná.,neutral
Ọjọ́ work yes í ṣe tó gbóná. Ẹ̀rọ náà ń ṣiṣẹ́ báyìí.,neutral
Mo ní okay thank you no ko dara rara.,negative
Ẹ̀rọ náà kò ṣiṣẹ́ dáadáa. Ọkàn deadline ń rẹ́rù gan-an. Kò pé rara.,negative
Ọmọde yii jẹ́ ọlọ́gbọ́n gan.,positive
pade o itaja. sí Mo lọ́la. ní ọ̀sán. ile Mo lọ A n ọ meeting,neutral
Ọmọde yii jẹ́ ọlọ́gbọ́n gan.,positive
Mo rí please ní ọ̀sán. O wa ní ita.,neutral
ti Mo dé.,neutral
Ẹ̀rọ náà ń ṣiṣẹ́ báyìí. Ó jẹ́ work ó ń ṣeé message call n no sí office itaja.,neutral
